date,product,price,is_anomaly
2024-04-18,fish_sauce,4.57,1
2024-04-19,fish_sauce,3.5,0
2024-04-20,fish_sauce,3.31,0
2024-04-21,fish_sauce,3.51,0
2024-04-22,fish_sauce,3.24,0
2024-04-23,fish_sauce,3.3,0
2024-04-24,fish_sauce,3.49,0
2024-04-25,fish_sauce,3.67,0
2024-04-26,fish_sauce,3.55,0
2024-04-27,fish_sauce,3.39,0
2024-04-28,fish_sauce,3.23,0
2024-04-29,fish_sauce,3.6,0
2024-04-30,fish_sauce,3.43,0
2024-05-01,fish_sauce,3.42,0
2024-05-02,fish_sauce,3.61,0
2024-05-03,fish_sauce,3.38,0
2024-05-04,fish_sauce,3.41,0
2024-05-05,fish_sauce,3.4,0
2024-05-06,fish_sauce,3.4,0
2024-05-07,fish_sauce,3.23,0
2024-05-08,fish_sauce,3.08,0
2024-05-09,fish_sauce,3.43,0
2024-05-10,fish_sauce,3.22,0
2024-05-11,fish_sauce,3.31,0
2024-05-12,fish_sauce,3.45,0
2024-05-13,fish_sauce,3.16,0
2024-05-14,fish_sauce,3.74,0
2024-05-15,fish_sauce,3.65,0
2024-05-16,fish_sauce,3.36,0
2024-05-17,fish_sauce,3.43,0
2024-05-18,fish_sauce,3.28,0
2024-05-19,fish_sauce,4.34,1
2024-05-20,fish_sauce,3.43,0
2024-05-21,fish_sauce,3.49,0
2024-05-22,fish_sauce,3.27,0
2024-05-23,fish_sauce,3.24,0
2024-05-24,fish_sauce,3.14,0
2024-05-25,fish_sauce,3.49,0
2024-05-26,fish_sauce,3.68,0
2024-05-27,fish_sauce,3.5,0
2024-05-28,fish_sauce,4.11,1
2024-05-29,fish_sauce,3.22,0
2024-05-30,fish_sauce,3.29,0
2024-05-31,fish_sauce,3.63,0
2024-06-01,fish_sauce,3.12,0
2024-06-02,fish_sauce,3.31,0
2024-06-03,fish_sauce,3.57,0
2024-06-04,fish_sauce,3.53,0
2024-06-05,fish_sauce,3.33,0
2024-06-06,fish_sauce,3.69,0
2024-06-07,fish_sauce,3.28,0
2024-06-08,fish_sauce,3.32,0
2024-06-09,fish_sauce,3.01,0
2024-06-10,fish_sauce,3.51,0
2024-06-11,fish_sauce,3.42,0
2024-06-12,fish_sauce,3.32,0
2024-06-13,fish_sauce,3.22,0
2024-06-14,fish_sauce,3.33,0
2024-06-15,fish_sauce,3.2,0
2024-06-16,fish_sauce,3.24,0
2024-06-17,fish_sauce,3.35,0
2024-06-18,fish_sauce,3.38,0
2024-06-19,fish_sauce,3.38,0
2024-06-20,fish_sauce,3.17,0
2024-06-21,fish_sauce,3.0,0
2024-06-22,fish_sauce,3.09,0
2024-06-23,fish_sauce,3.53,0
2024-06-24,fish_sauce,3.21,0
2024-06-25,fish_sauce,3.28,0
2024-06-26,fish_sauce,3.42,0
2024-06-27,fish_sauce,4.44,1
2024-06-28,fish_sauce,3.4,0
2024-06-29,fish_sauce,3.32,0
2024-06-30,fish_sauce,3.24,0
2024-07-01,fish_sauce,3.13,0
2024-07-02,fish_sauce,3.59,0
2024-07-03,fish_sauce,3.44,0
2024-07-04,fish_sauce,3.38,0
2024-07-05,fish_sauce,3.25,0
2024-07-06,fish_sauce,3.1,0
2024-07-07,fish_sauce,3.4,0
2024-07-08,fish_sauce,3.22,0
2024-07-09,fish_sauce,3.31,0
2024-07-10,fish_sauce,3.15,0
2024-07-11,fish_sauce,3.27,0
2024-07-12,fish_sauce,3.15,0
2024-07-13,fish_sauce,3.16,0
2024-07-14,fish_sauce,3.27,0
2024-07-15,fish_sauce,2.99,0
2024-07-16,fish_sauce,3.0,0
2024-07-17,fish_sauce,3.11,0
2024-07-18,fish_sauce,3.18,0
2024-07-19,fish_sauce,3.35,0
2024-07-20,fish_sauce,3.19,0
2024-07-21,fish_sauce,3.21,0
2024-07-22,fish_sauce,3.16,0
2024-07-23,fish_sauce,3.26,0
2024-07-24,fish_sauce,3.07,0
2024-07-25,fish_sauce,3.19,0
2024-07-26,fish_sauce,3.27,0
2024-07-27,fish_sauce,3.23,0
2024-07-28,fish_sauce,3.2,0
2024-07-29,fish_sauce,3.2,0
2024-07-30,fish_sauce,3.27,0
2024-07-31,fish_sauce,3.53,0
2024-08-01,fish_sauce,3.07,0
2024-08-02,fish_sauce,3.54,0
2024-08-03,fish_sauce,3.05,0
2024-08-04,fish_sauce,2.84,0
2024-08-05,fish_sauce,3.1,0
2024-08-06,fish_sauce,3.23,0
2024-08-07,fish_sauce,3.48,0
2024-08-08,fish_sauce,3.03,0
2024-08-09,fish_sauce,3.25,0
2024-08-10,fish_sauce,2.96,0
2024-08-11,fish_sauce,3.46,0
2024-08-12,fish_sauce,3.36,0
2024-08-13,fish_sauce,3.09,0
2024-08-14,fish_sauce,2.89,0
2024-08-15,fish_sauce,3.38,0
2024-08-16,fish_sauce,3.14,0
2024-08-17,fish_sauce,3.36,0
2024-08-18,fish_sauce,3.16,0
2024-08-19,fish_sauce,3.16,0
2024-08-20,fish_sauce,3.08,0
2024-08-21,fish_sauce,3.25,0
2024-08-22,fish_sauce,3.17,0
2024-08-23,fish_sauce,3.23,0
2024-08-24,fish_sauce,2.9,0
2024-08-25,fish_sauce,3.35,0
2024-08-26,fish_sauce,3.39,0
2024-08-27,fish_sauce,3.16,0
2024-08-28,fish_sauce,3.47,0
2024-08-29,fish_sauce,3.42,0
2024-08-30,fish_sauce,3.24,0
2024-08-31,fish_sauce,3.36,0
2024-09-01,fish_sauce,3.31,0
2024-09-02,fish_sauce,2.86,0
2024-09-03,fish_sauce,3.09,0
2024-09-04,fish_sauce,3.25,0
2024-09-05,fish_sauce,3.4,0
2024-09-06,fish_sauce,2.91,0
2024-09-07,fish_sauce,2.86,0
2024-09-08,fish_sauce,3.12,0
2024-09-09,fish_sauce,2.8,0
2024-09-10,fish_sauce,3.12,0
2024-09-11,fish_sauce,3.19,0
2024-09-12,fish_sauce,2.98,0
2024-09-13,fish_sauce,3.12,0
2024-09-14,fish_sauce,3.28,0
2024-09-15,fish_sauce,3.04,0
2024-09-16,fish_sauce,3.0,0
2024-09-17,fish_sauce,3.11,0
2024-09-18,fish_sauce,2.96,0
2024-09-19,fish_sauce,3.44,0
2024-09-20,fish_sauce,3.13,0
2024-09-21,fish_sauce,3.01,0
2024-09-22,fish_sauce,3.16,0
2024-09-23,fish_sauce,3.11,0
2024-09-24,fish_sauce,3.09,0
2024-09-25,fish_sauce,3.04,0
2024-09-26,fish_sauce,3.03,0
2024-09-27,fish_sauce,2.88,0
2024-09-28,fish_sauce,3.35,0
2024-09-29,fish_sauce,3.22,0
2024-09-30,fish_sauce,3.18,0
2024-10-01,fish_sauce,3.11,0
2024-10-02,fish_sauce,2.98,0
2024-10-03,fish_sauce,3.75,1
2024-10-04,fish_sauce,2.9,0
2024-10-05,fish_sauce,3.01,0
2024-10-06,fish_sauce,3.07,0
2024-10-07,fish_sauce,3.3,0
2024-10-08,fish_sauce,3.24,0
2024-10-09,fish_sauce,3.51,0
2024-10-10,fish_sauce,3.29,0
2024-10-11,fish_sauce,3.07,0
2024-10-12,fish_sauce,3.03,0
2024-10-13,fish_sauce,2.83,0
2024-10-14,fish_sauce,3.29,0
2024-10-15,fish_sauce,3.08,0
2024-10-16,fish_sauce,3.1,0
2024-10-17,fish_sauce,3.08,0
2024-10-18,fish_sauce,3.07,0
2024-10-19,fish_sauce,2.74,0
2024-10-20,fish_sauce,3.25,0
2024-10-21,fish_sauce,3.21,0
2024-10-22,fish_sauce,3.13,0
2024-10-23,fish_sauce,3.03,0
2024-10-24,fish_sauce,3.06,0
2024-10-25,fish_sauce,3.48,0
2024-10-26,fish_sauce,3.41,0
2024-10-27,fish_sauce,3.06,0
2024-10-28,fish_sauce,2.99,0
2024-10-29,fish_sauce,3.08,0
2024-10-30,fish_sauce,3.11,0
2024-10-31,fish_sauce,2.98,0
2024-11-01,fish_sauce,3.2,0
2024-11-02,fish_sauce,3.14,0
2024-11-03,fish_sauce,3.1,0
2024-11-04,fish_sauce,3.07,0
2024-11-05,fish_sauce,3.29,0
2024-11-06,fish_sauce,3.05,0
2024-11-07,fish_sauce,3.56,0
2024-11-08,fish_sauce,3.2,0
2024-11-09,fish_sauce,3.19,0
2024-11-10,fish_sauce,3.26,0
2024-11-11,fish_sauce,3.43,0
2024-11-12,fish_sauce,3.09,0
2024-11-13,fish_sauce,3.28,0
2024-11-14,fish_sauce,3.27,0
2024-11-15,fish_sauce,3.35,0
2024-11-16,fish_sauce,3.15,0
2024-11-17,fish_sauce,3.34,0
2024-11-18,fish_sauce,3.09,0
2024-11-19,fish_sauce,2.84,0
2024-11-20,fish_sauce,2.95,0
2024-11-21,fish_sauce,3.2,0
2024-11-22,fish_sauce,3.35,0
2024-11-23,fish_sauce,3.22,0
2024-11-24,fish_sauce,3.24,0
2024-11-25,fish_sauce,3.3,0
2024-11-26,fish_sauce,3.3,0
2024-11-27,fish_sauce,3.42,0
2024-11-28,fish_sauce,3.14,0
2024-11-29,fish_sauce,3.29,0
2024-11-30,fish_sauce,3.47,0
2024-12-01,fish_sauce,3.29,0
2024-12-02,fish_sauce,3.44,0
2024-12-03,fish_sauce,3.16,0
2024-12-04,fish_sauce,3.39,0
2024-12-05,fish_sauce,3.4,0
2024-12-06,fish_sauce,2.98,0
2024-12-07,fish_sauce,3.29,0
2024-12-08,fish_sauce,3.28,0
2024-12-09,fish_sauce,3.38,0
2024-12-10,fish_sauce,3.28,0
2024-12-11,fish_sauce,4.86,1
2024-12-12,fish_sauce,3.28,0
2024-12-13,fish_sauce,3.38,0
2024-12-14,fish_sauce,3.14,0
2024-12-15,fish_sauce,3.34,0
2024-12-16,fish_sauce,3.53,0
2024-12-17,fish_sauce,3.19,0
2024-12-18,fish_sauce,3.12,0
2024-12-19,fish_sauce,3.26,0
2024-12-20,fish_sauce,3.29,0
2024-12-21,fish_sauce,3.46,0
2024-12-22,fish_sauce,3.26,0
2024-12-23,fish_sauce,3.97,1
2024-12-24,fish_sauce,3.43,0
2024-12-25,fish_sauce,2.93,0
2024-12-26,fish_sauce,3.5,0
2024-12-27,fish_sauce,3.17,0
2024-12-28,fish_sauce,3.13,0
2024-12-29,fish_sauce,3.29,0
2024-12-30,fish_sauce,3.44,0
2024-01-01,miso_paste,4.48,0
2024-01-02,miso_paste,4.37,0
2024-01-03,miso_paste,4.58,0
2024-01-04,miso_paste,4.41,0
2024-01-05,miso_paste,4.5,0
2024-01-06,miso_paste,4.43,0
2024-01-07,miso_paste,4.55,0
2024-01-08,miso_paste,4.51,0
2024-01-09,miso_paste,4.56,0
2024-01-10,miso_paste,4.89,0
2024-01-11,miso_paste,4.39,0
2024-01-12,miso_paste,4.73,0
2024-01-13,miso_paste,4.19,0
2024-01-14,miso_paste,4.4,0
2024-01-15,miso_paste,4.59,0
2024-01-16,miso_paste,4.54,0
2024-01-17,miso_paste,4.64,0
2024-01-18,miso_paste,4.52,0
2024-01-19,miso_paste,4.57,0
2024-01-20,miso_paste,4.57,0
2024-01-21,miso_paste,4.59,0
2024-01-22,miso_paste,4.6,0
2024-01-23,miso_paste,4.58,0
2024-01-24,miso_paste,4.55,0
2024-01-25,miso_paste,4.57,0
2024-01-26,miso_paste,4.64,0
2024-01-27,miso_paste,4.64,0
2024-01-28,miso_paste,4.52,0
2024-01-29,miso_paste,5.26,1
2024-01-30,miso_paste,4.66,0
2024-01-31,miso_paste,4.46,0
2024-02-01,miso_paste,4.56,0
2024-02-02,miso_paste,4.77,0
2024-02-03,miso_paste,4.43,0
2024-02-04,miso_paste,4.72,0
2024-02-05,miso_paste,4.36,0
2024-02-06,miso_paste,4.88,0
2024-02-07,miso_paste,4.58,0
2024-02-08,miso_paste,4.71,0
2024-02-09,miso_paste,4.67,0
2024-02-10,miso_paste,5.66,1
2024-02-11,miso_paste,4.96,0
2024-02-12,miso_paste,4.76,0
2024-02-13,miso_paste,4.5,0
2024-02-14,miso_paste,6.39,1
2024-02-15,miso_paste,4.7,0
2024-02-16,miso_paste,4.55,0
2024-02-17,miso_paste,4.82,0
2024-02-18,miso_paste,5.58,1
2024-02-19,miso_paste,4.91,0
2024-02-20,miso_paste,4.91,0
2024-02-21,miso_paste,4.67,0
2024-02-22,miso_paste,4.81,0
2024-02-23,miso_paste,4.65,0
2024-02-24,miso_paste,4.73,0
2024-02-25,miso_paste,4.5,0
2024-02-26,miso_paste,4.6,0
2024-02-27,miso_paste,4.79,0
2024-02-28,miso_paste,4.48,0
2024-02-29,miso_paste,4.73,0
2024-03-01,miso_paste,4.74,0
2024-03-02,miso_paste,4.8,0
2024-03-03,miso_paste,4.52,0
2024-03-04,miso_paste,4.5,0
2024-03-05,miso_paste,4.86,0
2024-03-06,miso_paste,4.76,0
2024-03-07,miso_paste,4.69,0
2024-03-08,miso_paste,4.53,0
2024-03-09,miso_paste,4.68,0
2024-03-10,miso_paste,4.59,0
2024-03-11,miso_paste,4.87,0
2024-03-12,miso_paste,4.57,0
2024-03-13,miso_paste,4.71,0
2024-03-14,miso_paste,4.86,0
2024-03-15,miso_paste,4.83,0
2024-03-16,miso_paste,4.69,0
2024-03-17,miso_paste,4.84,0
2024-03-18,miso_paste,4.86,0
2024-03-19,miso_paste,4.77,0
2024-03-20,miso_paste,4.82,0
2024-03-21,miso_paste,4.73,0
2024-03-22,miso_paste,4.91,0
2024-03-23,miso_paste,4.75,0
2024-03-24,miso_paste,4.57,0
2024-03-25,miso_paste,4.83,0
2024-03-26,miso_paste,4.62,0
2024-03-27,miso_paste,4.94,0
2024-03-28,miso_paste,4.82,0
2024-03-29,miso_paste,4.5,0
2024-03-30,miso_paste,4.88,0
2024-03-31,miso_paste,4.8,0
2024-04-01,miso_paste,4.86,0
2024-04-02,miso_paste,4.77,0
2024-04-03,miso_paste,4.93,0
2024-04-04,miso_paste,4.67,0
2024-04-05,miso_paste,4.89,0
2024-04-06,miso_paste,4.81,0
2024-04-07,miso_paste,4.54,0
2024-04-08,miso_paste,4.53,0
2024-04-09,miso_paste,4.73,0
2024-04-10,miso_paste,4.66,0
2024-04-11,miso_paste,4.51,0
2024-04-12,miso_paste,4.6,0
2024-04-13,miso_paste,4.74,0
2024-04-14,miso_paste,4.65,0
2024-04-15,miso_paste,5.08,0
2024-04-16,miso_paste,4.68,0
2024-04-17,miso_paste,4.92,0
2024-04-18,miso_paste,4.98,0
2024-04-19,miso_paste,4.69,0
2024-04-20,miso_paste,4.68,0
2024-04-21,miso_paste,4.7,0
2024-04-22,miso_paste,4.74,0
2024-04-23,miso_paste,4.71,0
2024-04-24,miso_paste,4.6,0
2024-04-25,miso_paste,4.8,0
2024-04-26,miso_paste,4.71,0
2024-04-27,miso_paste,5.07,0
2024-04-28,miso_paste,4.88,0
2024-04-29,miso_paste,4.7,0
2024-04-30,miso_paste,4.83,0
2024-05-01,miso_paste,4.82,0
2024-05-02,miso_paste,4.9,0
2024-05-03,miso_paste,4.51,0
2024-05-04,miso_paste,4.58,0
2024-05-05,miso_paste,4.63,0
2024-05-06,miso_paste,4.74,0
2024-05-07,miso_paste,4.27,0
2024-05-08,miso_paste,4.62,0
2024-05-09,miso_paste,4.92,0
2024-05-10,miso_paste,4.58,0
2024-05-11,miso_paste,4.77,0
2024-05-12,miso_paste,4.77,0
2024-05-13,miso_paste,4.78,0
2024-05-14,miso_paste,4.82,0
2024-05-15,miso_paste,4.86,0
2024-05-16,miso_paste,4.93,0
2024-05-17,miso_paste,4.67,0
2024-05-18,miso_paste,4.61,0
2024-05-19,miso_paste,4.77,0
2024-05-20,miso_paste,5.77,1
2024-05-21,miso_paste,4.74,0
2024-05-22,miso_paste,4.71,0
2024-05-23,miso_paste,4.79,0
2024-05-24,miso_paste,5.0,0
2024-05-25,miso_paste,4.73,0
2024-05-26,miso_paste,4.91,0
2024-05-27,miso_paste,4.78,0
2024-05-28,miso_paste,4.72,0
2024-05-29,miso_paste,4.63,0
2024-05-30,miso_paste,4.71,0
2024-05-31,miso_paste,4.7,0
2024-06-01,miso_paste,4.59,0
2024-06-02,miso_paste,4.6,0
2024-06-03,miso_paste,5.43,1
2024-06-04,miso_paste,4.65,0
2024-06-05,miso_paste,4.39,0
2024-06-06,miso_paste,4.44,0
2024-06-07,miso_paste,4.61,0
2024-06-08,miso_paste,4.49,0
2024-06-09,miso_paste,4.63,0
2024-06-10,miso_paste,4.81,0
2024-06-11,miso_paste,4.83,0
2024-06-12,miso_paste,4.62,0
2024-06-13,miso_paste,4.49,0
2024-06-14,miso_paste,4.48,0
2024-06-15,miso_paste,4.86,0
2024-06-16,miso_paste,4.76,0
2024-06-17,miso_paste,4.6,0
2024-06-18,miso_paste,4.64,0
2024-06-19,miso_paste,4.59,0
2024-06-20,miso_paste,4.69,0
2024-06-21,miso_paste,4.61,0
2024-06-22,miso_paste,4.71,0
2024-06-23,miso_paste,4.71,0
2024-06-24,miso_paste,4.48,0
2024-06-25,miso_paste,4.65,0
2024-06-26,miso_paste,4.77,0
2024-06-27,miso_paste,4.66,0
2024-06-28,miso_paste,4.64,0
2024-06-29,miso_paste,4.49,0
2024-06-30,miso_paste,4.49,0
2024-07-01,miso_paste,4.58,0
2024-07-02,miso_paste,4.49,0
2024-07-03,miso_paste,5.47,1
2024-07-04,miso_paste,4.51,0
2024-07-05,miso_paste,4.24,0
2024-07-06,miso_paste,4.67,0
2024-07-07,miso_paste,4.62,0
2024-07-08,miso_paste,4.43,0
2024-07-09,miso_paste,4.55,0
2024-07-10,miso_paste,4.55,0
2024-07-11,miso_paste,4.39,0
2024-07-12,miso_paste,4.52,0
2024-07-13,miso_paste,4.55,0
2024-07-14,miso_paste,4.51,0
2024-07-15,miso_paste,4.44,0
2024-07-16,miso_paste,4.4,0
2024-07-17,miso_paste,4.49,0
2024-07-18,miso_paste,4.45,0
2024-07-19,miso_paste,4.6,0
2024-07-20,miso_paste,4.71,0
2024-07-21,miso_paste,4.64,0
2024-07-22,miso_paste,4.52,0
2024-07-23,miso_paste,4.42,0
2024-07-24,miso_paste,4.63,0
2024-07-25,miso_paste,4.59,0
2024-07-26,miso_paste,4.68,0
2024-07-27,miso_paste,4.52,0
2024-07-28,miso_paste,4.73,0
2024-07-29,miso_paste,4.52,0
2024-07-30,miso_paste,4.4,0
2024-07-31,miso_paste,4.42,0
2024-08-01,miso_paste,4.55,0
2024-08-02,miso_paste,4.4,0
2024-08-03,miso_paste,4.71,0
2024-08-04,miso_paste,4.53,0
2024-08-05,miso_paste,4.48,0
2024-08-06,miso_paste,4.49,0
2024-08-07,miso_paste,4.43,0
2024-08-08,miso_paste,4.24,0
2024-08-09,miso_paste,4.4,0
2024-08-10,miso_paste,4.67,0
2024-08-11,miso_paste,4.49,0
2024-08-12,miso_paste,4.59,0
2024-08-13,miso_paste,4.6,0
2024-08-14,miso_paste,4.44,0
2024-08-15,miso_paste,4.53,0
2024-08-16,miso_paste,4.23,0
2024-08-17,miso_paste,4.64,0
2024-08-18,miso_paste,4.63,0
2024-08-19,miso_paste,4.5,0
2024-08-20,miso_paste,4.47,0
2024-08-21,miso_paste,4.43,0
2024-08-22,miso_paste,4.59,0
2024-08-23,miso_paste,4.53,0
2024-08-24,miso_paste,4.04,0
2024-08-25,miso_paste,4.38,0
2024-08-26,miso_paste,4.27,0
2024-08-27,miso_paste,4.25,0
2024-08-28,miso_paste,4.58,0
2024-08-29,miso_paste,4.41,0
2024-08-30,miso_paste,4.48,0
2024-08-31,miso_paste,4.43,0
2024-09-01,miso_paste,4.24,0
2024-09-02,miso_paste,4.2,0
2024-09-03,miso_paste,4.35,0
2024-09-04,miso_paste,4.36,0
2024-09-05,miso_paste,4.36,0
2024-09-06,miso_paste,4.36,0
2024-09-07,miso_paste,4.69,0
2024-09-08,miso_paste,4.54,0
2024-09-09,miso_paste,4.44,0
2024-09-10,miso_paste,4.39,0
2024-09-11,miso_paste,4.4,0
2024-09-12,miso_paste,4.5,0
2024-09-13,miso_paste,4.39,0
2024-09-14,miso_paste,4.52,0
2024-09-15,miso_paste,4.45,0
2024-09-16,miso_paste,4.68,0
2024-09-17,miso_paste,5.4,1
2024-09-18,miso_paste,4.27,0
2024-09-19,miso_paste,4.48,0
2024-09-20,miso_paste,4.43,0
2024-09-21,miso_paste,4.31,0
2024-09-22,miso_paste,4.47,0
2024-09-23,miso_paste,4.27,0
2024-09-24,miso_paste,4.39,0
2024-09-25,miso_paste,4.67,0
2024-09-26,miso_paste,4.34,0
2024-09-27,miso_paste,4.41,0
2024-09-28,miso_paste,4.25,0
2024-09-29,miso_paste,4.49,0
2024-09-30,miso_paste,4.29,0
2024-10-01,miso_paste,4.44,0
2024-10-02,miso_paste,4.53,0
2024-10-03,miso_paste,4.37,0
2024-10-04,miso_paste,4.48,0
2024-10-05,miso_paste,4.45,0
2024-10-06,miso_paste,4.54,0
2024-10-07,miso_paste,4.48,0
2024-10-08,miso_paste,4.58,0
2024-10-09,miso_paste,4.37,0
2024-10-10,miso_paste,4.23,0
2024-10-11,miso_paste,4.18,0
2024-10-12,miso_paste,4.2,0
2024-10-13,miso_paste,4.37,0
2024-10-14,miso_paste,4.43,0
2024-10-15,miso_paste,4.32,0
2024-10-16,miso_paste,4.11,0
2024-10-17,miso_paste,4.32,0
2024-10-18,miso_paste,4.35,0
2024-10-19,miso_paste,4.41,0
2024-10-20,miso_paste,4.61,0
2024-10-21,miso_paste,4.17,0
2024-10-22,miso_paste,4.51,0
2024-10-23,miso_paste,4.5,0
2024-10-24,miso_paste,4.39,0
2024-10-25,miso_paste,4.48,0
2024-10-26,miso_paste,4.4,0
2024-10-27,miso_paste,4.51,0
2024-10-28,miso_paste,4.32,0
2024-10-29,miso_paste,4.3,0
2024-10-30,miso_paste,4.18,0
2024-10-31,miso_paste,4.5,0
2024-11-01,miso_paste,4.36,0
2024-11-02,miso_paste,4.23,0
2024-11-03,miso_paste,4.32,0
2024-11-04,miso_paste,4.53,0
2024-11-05,miso_paste,4.48,0
2024-11-06,miso_paste,4.33,0
2024-11-07,miso_paste,4.65,0
2024-11-08,miso_paste,4.45,0
2024-11-09,miso_paste,4.53,0
2024-11-10,miso_paste,4.49,0
2024-11-11,miso_paste,4.43,0
2024-11-12,miso_paste,4.53,0
2024-11-13,miso_paste,4.63,0
2024-11-14,miso_paste,4.44,0
2024-11-15,miso_paste,4.58,0
2024-11-16,miso_paste,4.39,0
2024-11-17,miso_paste,4.74,0
2024-11-18,miso_paste,4.38,0
2024-11-19,miso_paste,4.8,0
2024-11-20,miso_paste,4.33,0
2024-11-21,miso_paste,4.46,0
2024-11-22,miso_paste,5.97,1
2024-11-23,miso_paste,4.64,0
2024-11-24,miso_paste,4.81,0
2024-11-25,miso_paste,4.51,0
2024-11-26,miso_paste,4.87,0
2024-11-27,miso_paste,4.42,0
2024-11-28,miso_paste,4.75,0
2024-11-29,miso_paste,4.61,0
2024-11-30,miso_paste,4.76,0
2024-12-01,miso_paste,4.46,0
2024-12-02,miso_paste,4.41,0
2024-12-03,miso_paste,4.55,0
2024-12-04,miso_paste,4.45,0
2024-12-05,miso_paste,4.59,0
2024-12-06,miso_paste,4.35,0
2024-12-07,miso_paste,4.29,0
2024-12-08,miso_paste,4.62,0
2024-12-09,miso_paste,4.8,0
2024-12-10,miso_paste,4.63,0
2024-12-11,miso_paste,4.65,0
2024-12-12,miso_paste,4.59,0
2024-12-13,miso_paste,4.61,0
2024-12-14,miso_paste,4.4,0
2024-12-15,miso_paste,4.5,0
2024-12-16,miso_paste,4.77,0
